time,line
00:31:03,"우, 장난을 시작하려 해"
00:31:07,어서-
00:31:20,"슬픔아, 당장 돌아가!"
00:31:50,무슨?
00:32:07,"알겠다, 혼자 있을 시간이 필요하구나"
00:32:12,나중에 얘기하자
00:32:17,"중대한 문제로군 - 오, 기쁨아. 어디 있어?"
00:32:22,엉뚱 섬을 잃었어
00:32:25,우정과 하키와 정직과 가족까지 다 잃을 수 있단 거잖아
00:32:30,"넌 해결할 수 있지 그치, 기쁨아?"
00:32:32,나-나도 몰라 - 오...
00:32:36,"그치만 시도는 해 봐야지 좋아, 가자"
00:32:39,라일리가 자러 갔어
00:32:41,"다행인 거지 그러니까, 생각해 봐"
00:32:45,잠든 뒤엔 나쁜 일은 더 안 일어나잖아
00:32:48,일어나기 전에 본부로 돌아갈 거야
00:32:50,우정 섬을 지나가면 돼
00:32:55,"오, 절대 못 갈 거야 - 아냐, 아냐"
00:32:57,삶의 문제에 얽매이지 마
00:32:59,개가 죽던 재밌는 영화 떠올려봐
00:33:01,"오, 슬픔아 이럴 시간 없어"
00:33:03,그럼 빙 돌아가야겠네
00:33:05,먼 길로 돌아가자
00:33:07,"잠깐, 기쁨아 거기선 길 잃을 수도 있어"
00:33:10,긍정적으로 생각해 - 그래
00:33:12,거기서 길 잃을 거라는 생각에 긍정적이야
00:33:15,거긴 장기 기억이야
00:33:17,복도와 선반이 끝없이 늘어서 있지
00:33:20,설명서에서 읽었어
00:33:22,설명서?
00:33:24,설명서!
00:33:25,너 설명서 읽었지! - 그래
00:33:27,그럼 본부로 돌아가는 길도 알겠네
00:33:29,아...마도?
00:33:34,네가 내 지도야!
00:33:35,"가자, 앞장서 지도야!"
00:33:37,어디로 가야 할 지 알려줘
00:33:38,"그래, 근데..."
00:33:40,너무 슬퍼서 못 걷겠어
00:33:42,그냥 몇 시간만 기다려 주면...
00:33:47,"어디야, 왼쪽 길? - 옳은 길"
00:33:50,"아니, 왼쪽 말야 왼쪽이 옳은 쪽이란 거야"
00:33:53,좋아
00:33:54,이거 왠지 좀 편하다
00:33:57,"좋아, 가자. 아침 전까지 본부로 돌아가는 거야"
00:34:01,할 수 있어 간단할 거야!
00:34:03,잘 되고 있어!
00:34:07,잘 안 되네...
00:34:09,"가까워지고 있어? - 응, 또 오른쪽"
00:34:12,"왼쪽, 또 왼쪽"
00:34:17,우리 어디로 가는건지 알고는 있는 거야?
00:34:20,본부에서 점점 더 멀어지는 것 같잖아
00:34:23,라일리가 깼네
00:34:29,"만-만지지 마, 알지?"
00:34:31,네가 만지면 슬퍼져버린다구
00:34:33,"오, 미안. 안 만질게"
00:34:36,지금부터... - 더는 못 견디겠어
00:34:39,다 잊어버려!
00:34:41,"기억처리반이야! - 하지만 기쁨아, 우리 거의..."
00:34:45,전화번호 이건 다 필요 없어
00:34:47,휴대폰에 있잖아
00:34:47,"다 잊어 버려라 - 저, 실례합니다"
00:34:49,잊어버린다!
00:34:51,"우정 섬을 찾아야 해요 - 이거 봐, 4년간의 피아노 교습이야"
00:34:54,"그래, 엄청 희미해졌네"
00:34:55,"있잖아, 젓가락 행진곡이랑 사랑과 영혼만 빼고 다 버려"
00:34:59,"저기... - 미국 대통령, 이건 어때?"
00:35:01,"워싱턴, 링컨하고 뚱땡이만 남겨"
00:35:03,잊어버려! - 저기요!
00:35:04,그냥 버리면 안 돼요 아주 좋은 기억들이라고요
00:35:07,큐티파이 공주 인형 이름들?
00:35:09,"네, 중요한 정보잖아요"
00:35:11,"글리터 스톰, 허니 팬츠... - 잊어버려!"
00:35:18,저기요! 돌려 놔요 - 쓰레기장에 있어
00:35:20,"쓰레기장에선 뭣도 못 돌아와 - 예, 봐요. 이건 우리 일이라고요"
00:35:23,라일리가 기억에 신경쓰지 않으면 잊혀지는 거에요
00:35:26,잊혀져요? - 대부분은 그리 되죠
00:35:27,이 나쁜 놈만 빼고 이건 절대 안 잊혀져
00:35:33,껌 광고 노래?
00:35:35,"알잖아, 가끔 공연히 이걸 본부로 올릴 때도 있거든"
00:35:37,한 백만번은 라일리 머릿속에서 돌았을걸
00:35:41,한 번 더 보자
00:35:44,"네, 우리 그 노래 알아요 예, 중독성있죠"
00:35:47,"야, 어쩔까. 할까? - 예!"
00:35:50,"좋았어, 간다!"
00:35:55,뭐? 또 이거야?
00:35:57,대단하셔라...
00:35:58,"잠깐만요, 우정 섬에는 어떻게 가죠?"
00:36:02,거기 좋아? 지진은 겪어 봤어?
00:36:04,금문교 멋져?
00:36:06,"그래, 좋아 경기는 어땠어?"
00:36:08,첫판은 이겼어. 코치님이 올해는 결승까지 갈 것 같대
00:36:11,"아, 그리고 여자애가 새로 팀에 들어왔어. 진짜 멋져"
00:36:15,"어, 그냥 한 말은 아닌데 - 새로 온 애?"
00:36:17,메그한테 벌써 새 친구가 있어?
00:36:19,"자, 자. 행복해야지"
00:36:21,"또 섬을 잃고 싶진 않잖아, 얘들아"
00:36:23,보지도 않고 퍽을 패스할 수도 있다니까
00:36:25,생각을 읽는 것 같아
00:36:27,"생각 읽는 걸 좋아하는군, 메그"
00:36:28,"네가 읽어줘야 할 게 있다 - 버럭아, 뭐야?"
00:36:29,"바로 여기! - 잠깐, 1초만 진정을..."
00:36:33,꺼야겠다 - 뭐?
00:36:34,끌 거라고!
00:36:37,"잠깐, 길이 어딘지라도 알려 주실래요?"
00:36:40,"오, 안 돼!"
00:36:44,"우정 섬이, 무슨?"
00:36:58,우정이 없다니
00:37:05,"오, 라일리가 좋아했는데 이제는 사라져 버렸네"
00:37:10,"안녕, 우정아 안녕, 외로움아"
00:37:17,긴 길을 돌아가야겠네
00:37:20,"그래, 길고 길고 긴... 길"
00:37:26,준비 됐어
00:37:29,더 나은 길이 있을 거야
00:37:33,"우, 너 좀 봐라"
00:37:36,넌 데려가지만 넌 안 데려가
00:37:38,아! 농담이지 널 어떻게 두고가니
00:37:41,안녕하세요!
00:37:43,"잠깐, 저기요! 기다려요"
00:37:46,"기다려요, 잠깐!"
00:37:56,실례합니다 - 으악!
00:37:58,"어, 내가 찾던 게..."
00:38:00,주의 돌리기다! - 네?
00:38:01,"하하! 잘 가라, 이 자식!"
00:38:04,"아, 너무 아파"
00:38:06,"잠깐, 당신을 알아요"
00:38:07,"아냐, 몰라 그런 말 많이 들었어"
00:38:10,"난 많은 사람을 닮았거든 - 아니, 아니... 알아요"
00:38:13,빙봉! 라일리의 상상친구!
00:38:15,정말 날 알아? - 물론이죠
00:38:18,"라일리는 당신과 노는 걸 좋아했어요, 최고의 친구였잖아요"
00:38:21,"아, 당신은 모르겠군요"
00:38:22,본부로 돌아가려고 해요 - 본부?
00:38:24,"너희 본부에서 왔어? - 음, 네"
00:38:27,전 기쁨이에요 얘는 슬픔이고요
00:38:28,"네가 기쁨이야, 기쁨이?"
00:38:30,대체 여기서 뭐 하는 거야?
00:38:32,"좋은 질문이에요 대답해 볼래, 슬픔아?"
00:38:35,네가 없으면 난 행복해질 수 없겠지
00:38:38,그럴 순 없지 돌려보내 줄게
00:38:40,"아, 그래 날 따라와"
00:38:42,"고마워요, 당신을 다시 만나서 정말 기뻐요"
00:38:45,말하자면 당신 일의 대단한 팬이라고요
00:38:47,라일리와 밴드 했었을 때 기억해요?
00:38:50,당신 콘서트는 다 갔었어요
00:38:52,"예, 코를 불어댔지"
00:38:53,당신 경기 보는 것도 좋았고요 - 두 번이나 방안 챔피언이었지
00:38:56,"아, 그리고 당신 로켓도요 - 물론, 노래 힘으로 달렸었지"
00:39:00,"맞아요, 당신 주제가요"
00:39:02,"놀고 싶은 친구 누구? - 빙봉, 빙봉"
00:39:05,"로켓 타고 소리 질러 - 빙봉, 빙봉"
00:39:08,대체 당신은 뭐에요?
00:39:10,보면 모르겠어? 난 대부분은 솜사탕이지만...
00:39:14,"잘 보면 일부는 고양이 일부는 코끼리, 일부는 돌고래야"
00:39:18,돌고래요?
00:39:22,"기억해, 라일리가 3살일 때 동물들도 다 동갑이었어"
00:39:25,"소는 음메, 말은 히히힝"
00:39:27,그 땐 사람들이 다 그랬지
00:39:29,"예, 예 그런 것 같네요"
00:39:30,여기서 뭐 하는 거에요? - 음
00:39:32,요즘은 상상친구가 별로 필요 없어서 말야
00:39:35,"그래서 난, 있잖아..."
00:39:39,"저기, 슬퍼하지 마세요"
00:39:41,"있잖아요, 제가 본부로 돌아가면..."
00:39:43,라일리가 당신을 기억하게 해 줄게요
00:39:46,"그럴래? - 물론이죠, 걔도 좋아했는걸요"
00:39:49,내 생에 최고의 날이야!
00:39:56,괜찮아요? - 무슨 일이지?
00:39:58,난 눈물대신 사탕을 흘려
00:40:00,"카라멜 먹어 봐, 맛있어"
00:40:04,이걸 써 봐 - 고마워요
00:40:06,"오, 잠깐 기다려 봐"
00:40:10,항상 밑바닥에 낀다니까
00:40:15,여기
00:40:17,뭐? 상상이잖아
00:40:18,"고마워요, 본부로 걸어서 돌아가기 훨씬 쉬워지겠네요"
00:40:21,걸어? 우린 안 걸어가
00:40:23,생각 기차를 탈 거야
00:40:27,"열차, 그렇지!"
00:40:29,정말 빠르죠 하지만 어떻게 붙잡아요?
00:40:31,"어, 전 지역을 도는데 상상 섬에 정차역이 있거든"
00:40:36,"지름길을 알아 어서, 이 쪽이야"
00:40:38,"오, 당신을 만나서 정말 기뻐요"
00:40:41,정차역은 바로 여기야 먼저 들어가
00:40:44,기쁨아 - 왜?
00:40:46,"어, 설명서에서 이 장소 읽었는데 들어가면 안 돼"
00:40:49,본부로 가는 가장 빠른 길이라고 빙봉이 그랬어
00:40:51,"아니, 기쁨아 여긴 추상적 생각이야"
00:40:53,무슨 말 하는 거지? 난 늘 여기로 갔는데
00:40:55,"지름길이야, 보이지"
00:40:57,위.험.출.입.금.지 지름길!
00:41:00,내가 보여주지
00:41:02,날 봐라~
00:41:03,정차역으로 건너간다 지름길로 가거든!
00:41:07,"빙 돌아가자, 이쪽으로"
00:41:09,거의 다 왔다
00:41:12,먼 길로 가고 싶다면 가
00:41:14,하지만 라일리는 행복해야 해 기차를 놓칠 수는 없어
00:41:18,빙봉도 생각이 있을 거야
00:41:19,일부는 돌고래잖아 돌고래는 영리해
00:41:21,"어, 그런가"
00:41:42,"좋아, 오늘 우리가 이해할 추상 개념은 뭐지?"
00:41:46,외로움 - 흠
00:41:47,안에 뭔가 있는 것 같은데
00:41:49,잠시 켜서 잡생각은 태워버려야지
00:41:52,내가 뭐랬어 금방 본부로 갈 거라니까
00:41:55,"와, 저것 좀 봐라?"
00:41:57,"와, 무슨 일이죠? - 오, 안 돼. 작동시켰어"
00:42:01,"어, 이런 건 본 적 없는데"
00:42:06,"내 얼굴, 아름다운 얼굴이!"
00:42:09,무슨 일이야? - 추상화되고 있어
00:42:11,4단계가 있는데 이게 첫 단계야
00:42:13,추상적 분열!
00:42:15,"좋아, 흥분하지 마 중요한 건 함께란 거야"
00:42:20,두 번째 단계야 해체되는 거야
00:42:23,도망쳐!
00:42:25,다리에 감각이 없어
00:42:28,"아, 저기 있네 - 이리로 붙어!"
00:42:32,여기서 나가야 해 형체와 색까지 잃기 전에!
00:42:36,영원히 갇혀버릴 거야!
00:42:37,"빙봉, 왜 여기로 왔어요?"
00:42:39,"말했잖아, 지름길이라고"
00:42:42,기차다!
00:42:47,"안 돼, 2차원이 됐어 세 번째 단계야"
00:42:51,"갈 수가 없어! - 죽음, 불행한 죽음뿐이군"
00:42:54,어서요
00:42:58,맞지가 않아!
00:43:00,"안 돼, 우리 모양을 잃었어 마지막 단계야"
00:43:03,갈 수 없을 거야
00:43:07,"잠깐, 우린 2차원이잖아 납작하게 붙어!"
00:43:21,"멈춰요, 멈춰!"
00:43:25,"안 돼, 지름길이라면서요!"
00:43:28,"그랬지, 그런데 와... 저기 가면 안 되겠군"
00:43:31,위험했어 표지판이라도 달아 두지
00:43:33,다음 열차는 언제죠? - 어찌 아나?
00:43:35,"그래도 걱정 마 다른 정차역이 있어, 이 쪽!"
00:43:38,기차는 늘 거기에 들러 바로 본부로 가기 전에 말야
00:43:41,서두른다면 따라잡을 수 있어
00:43:43,또 당신이 말하는 지름길은 아니겠죠?
00:43:47,그래!
00:43:48,"정말 다른 정차역이 있어? - 응, 저 쪽에"
00:43:53,상상의 나라에 온 걸 환영해요! - 상상의 나라?
00:43:58,"물론, 난 늘 여기 와 내가 여기 대장이거든"
00:44:00,"아, 너희 배고프니? 감자튀김 숲이 있거든"
00:44:04,말도 안 돼!
00:44:06,이거 봐 트로피 마을이야
00:44:09,"메달, 리본 모두가 승자라구"
00:44:12,내가 1등이다!
00:44:14,"나도! - 아, 참가상이야"
00:44:17,"잠깐, 저건? 저거 봐!"
00:44:19,구름 마을이야!
00:44:21,가장 좋아하는 거!
00:44:23,"오, 너무 부드러워 - 나도 해 볼래!"
00:44:26,"이봐, 무슨 속셈이야?"
00:44:28,벽 고쳐놓지 않으면 크게 혼날 줄 알아!
00:44:32,"오, 이런. 용암이다!"
00:44:35,상상의 나라는 최고야
00:44:39,"으, 너무 얘기를 많이 해"
00:44:42,이거 봐라! 카드 집이야
00:44:44,"오, 잠깐 잠시만 기다려 봐"
00:44:46,당신 로켓! - 그래
00:44:48,안전하게 여기 숨겨 뒀지
00:44:50,그리고 이제 라일리를 달로 데려다 줄 준비도 다 됐어!
00:44:53,"오, 미안해요 - 대단하군"
00:44:55,"와, 상상의 나라 정말 좋네요 - 멋지지 않아?"
00:44:58,그리고 항상 새로운 게 있는데...
00:45:03,대체 저건 누구야? - 상상 남자친구요
00:45:06,라일리를 위해 죽기라도 하겠어
00:45:08,전엔 본 적 없었는데 - 캐나다에 살아요
00:45:11,"어쨌건, 이 쪽 유치원 나라를 지나 기차에 거의 다 왔어!"
00:45:15,"라일리, 우리가 간다!"
00:45:19,"정말 재밌겠구나 새 팀, 새 친구들"
00:45:23,애들도 좋아 보이는데
00:45:24,샌프란시스코 애들 치곤!
00:45:27,"가 볼게요 - 좋아. 행운을 빈다, 얘야!"
00:45:30,키스는 이제 도움이 안 돼 하키 섬을 쓰려 하면 멈춘다구
00:45:33,그래서 생각나는 하키 기억은 다 떠올려 왔지
00:45:37,하나는 핵심 기억 역할을 해 줘야지
00:45:39,경기 시작한다 - 서둘러!
00:45:48,"하하, 해냈다. 친구들 작동한다!"
00:45:51,오...
00:46:03,"안 돼, 안 돼..."
00:46:10,우리 아무것도 모르는 것 같잖아
00:46:19,"이제 됐어! - 아니, 아니"
00:46:20,행복하게 있어야지
00:46:34,"라일리, 왜 그래? - 가요"
00:46:36,경기 안 끝낼 거야? - 요점이 뭐에요?
00:46:38,"얘야, 괜찮을 거야"
00:46:41,그냥 돌아가자 - 괜찮을 거라고 그만 좀 해요
00:46:55,하키!
00:46:59,"아, 안 돼 하키 정말 좋아하는데"
00:47:02,하키를 포기할 순 없어
00:47:06,"빙봉, 정차역으로 가야 해요"
00:47:08,"물론, 이 쪽이야 거대 크래커 성 지나서"
00:47:10,"어라, 이상하네"
00:47:12,거대 크래커 성이 여기 있었는데 왜 이사를 갔지
00:47:16,분명 여기 반짝 뾰족산도 있었을 텐데
00:47:18,"무슨 일이야? - 예, 모르겠는걸요"
00:47:20,돌아가야해요 - 꿈나라 공주!
00:47:25,"오, 동물 인형 명예의 전당이!"
00:47:29,내 로켓!
00:47:31,"잠깐, 라일리랑 난 아직 그 로켓 써야 한다고!"
00:47:34,아직 노래 힘 남았단 말야
00:47:36,놀고 싶은 친구 누구?
00:47:44,"안 돼! 안 돼, 안 돼"
00:47:46,내 로켓은 쓰레기장에 못 버려 라일리랑 난 달에 가야 한다고!
00:47:55,라일리가 내게 이럴 리가?
00:48:03,"자, 괜찮을 거에요 해결할 수 있어요"
00:48:07,본부로 돌아가기만 하면 돼요 정차역은 어느 쪽이죠?
00:48:10,여행 계획도 다 세워 뒀었는데...
00:48:14,"자, 간질간질 간지럼 괴물이 갑니다!"
00:48:20,"저기, 빙봉. 이거 봐요"
00:48:25,"아, 재밌는 놀이 당신이 기차역을 가리키면"
00:48:27,우리가 거기로 가는 거에요 재밌지 않아요?
00:48:31,"어서요, 기차역으로 가요!"
00:48:35,로켓을 가져간 건 유감이에요
00:48:38,당신이 사랑했던 걸 가져갔어요 영원히 사라져 버렸네요
00:48:42,"슬픔아, 기분 상하게 하지 마 - 미안"
00:48:45,라일리를 위한 전부였는데
00:48:48,라일리랑 정말 멋진 모험을 하셨었겠죠
00:48:51,"오, 정말 대단했지"
00:48:53,한 번은 시간 여행을 해서 하루에 아침을 두 번 먹었어
00:48:57,"슬픔아 - 멋져요, 라일리도 좋아했을 거에요"
00:49:01,"오, 그랬지 우린 최고의 친구였어"
00:49:05,"예, 예..."
00:49:13,뭐...?
00:49:20,이젠 괜찮아
00:49:23,"가자, 기차역은 이 쪽이야"
00:49:32,"어떻게 한 거야? - 어, 나도 몰라"
00:49:35,슬퍼서 들어 줬... - 자!
00:49:38,기차가 있네
00:49:50,"오, 해냈다! 마침내 집에 가는 거야"
00:49:55,"오, 안 돼. 이 사실이랑 의견이랑 무지 비슷하네요"
00:49:58,걱정 마 늘 있는 일이야
00:50:05,1점에서 10점 중에 이 날은 F를 주고 싶네
00:50:08,멀뚱히 서 있지만 말고 뭔가 해 보는 건 어때
00:50:11,"어떤 거, 천재씨? - 관두거나. 내가 그러고 있거든"
00:50:14,겁쟁이는 이만 갑니다 이 겁쟁이는 살아야 하거든
00:50:26,"감정은 관둘 수 없어, 천재씨"
00:50:29,라일리를 행복하게 해 줘야 하는 거 아냐!
00:50:32,"잠깐, 잠깐만!"
00:50:40,뭐야? - 아무것도!
00:50:41,최고의 아이디어지 - 뭔데?
00:50:43,모든 좋은 핵심 기억은 미네소타에서 나왔었지
00:50:46,그러니 미네소타로 돌아가 더 만드는 거야
00:50:49,"타-다! - 잠깐, 잠깐"
00:50:51,도망가자는 거야?
00:50:53,"아, 그런 게 아니라"
00:50:54,'행복한 핵심기억 개발 계획' 이라는 거야
00:50:57,"장난하는 거지! - 야, 우리 삶은 완벽했었어"
00:50:59,엄마 아빠가 샌프란냄새코로 이사오기 전까지는!
00:51:04,하지만 그건 좀 극단적인데
00:51:06,거기가 얼마나 멋졌는지 또 얘기해줘야하나
00:51:08,"우리 방, 우리 뒤뜰 우리 친구들"
00:51:14,내가 껌 광고 나오랬냐?
00:51:17,어쨌건 그게 더 나아 중요한 건 그거야
00:51:18,"예, 라일리는 미네소타에서 더 행복했지"
00:51:21,"잠깐, 기다려"
00:51:22,좀 자면서 다시 생각해 보면 안 돼?
00:51:23,"좋아, 그렇게 하지"
00:51:25,왜냐하면 행복한 때가 이제 막 코앞이니까!
00:51:42,"저기, 왜 안 움직이죠?"
00:51:44,라일리가 잠에 들었어요 모두 휴식입니다
00:51:46,아침까지 여기 있어야 한다는 거야?
00:51:48,"그래, 자는 중엔 생각 기차는 달리지 않거든"
00:51:50,그렇게 오래는 못 기다려요 - 깨우는 건 어때
00:51:53,"슬픔아, 말도 안 돼 어떻게 그런..."
00:51:58,"깨우는 게 어때 - 좋은 생각이야, 기쁨아"
00:52:01,"고마워, 가자"
00:52:02,[꿈 제조사]
00:52:07,"와, 여기 진짜 크다"
00:52:09,내 예상보단 훨씬 작은데
00:52:12,"와, 날 수 있습니다! 저거 맘에 들어"
00:52:17,무지개 유니콘! 저기 있어
00:52:22,제 친구가 당신이 유명하대요
00:52:24,"사인 받고 싶대요 - 아냐, 슬픔아"
00:52:26,"유니콘 양 귀찮게 하지 마, 응?"
00:52:28,"죄송해요, 마을 밖에서 와서요 당황하셨죠?"
00:52:32,요정 꿈의 모험 7편에서 당신 좋았어요
00:52:34,"좋아요, 갈게요 사랑해요"
00:52:36,[점등시 출입불가]
00:52:38,"하! 저게 무슨 뜻이지 뭐, 들어가자"
00:52:43,교실 세트 준비하세요
00:52:44,오늘 기억이 들어왔으니 할 일이 아주 많아요
00:52:47,라일리가 최고의 친구를 저버리고
00:52:49,학교에서 우울한 날을 보내고 하키를 관뒀어요
00:52:51,작가가 다 합쳐서 죽이는 대본을 썼어요
00:52:54,기쁨이랑 슬픔이가 없으니 멍청한 꿈도 내가 맡겠군
00:52:59,"좋아, 어떻게 깨우지?"
00:53:01,"음, 가끔 무서운 꿈을 꾸면 깨더라구"
00:53:04,겁을 주자 - 겁을 주자고?
00:53:06,"안 돼, 이미 너무 많이 겪었어 - 하지만 기쁨아"
00:53:08,"슬픔아, 네가 이 바닥을 잘 안다 해도"
00:53:10,난 라일리를 알아
00:53:11,행복하게 해 줄 거야 유쾌하게 일어나야지
00:53:15,기분 좋게 깨우자 - 그런 적이 없었는데
00:53:18,"우, 라일리 개 좋아하지 이거 입어"
00:53:20,이거 안 될 텐데
00:53:21,빙봉 - 예
00:53:23,이거 아무 일 없게 해 줘요 - 알았어
00:53:28,현실 왜곡 필터 넣어
00:53:32,"좋아, 모두 카메라 앞에서 연기해"
00:53:34,라일리가 카메라야 저기서 나오게 해
00:53:37,촬영 들어간다 5 4 3...
00:53:42,"안녕하세요, 여러분 오늘 쪽지시험 보기 전에..."
00:53:47,진짜 형편없는 배우네
00:53:52,신입생을 소개시켜 주고 싶네요
00:53:55,"라일리, 일어나서 자기소개 해 볼래?"
00:53:58,카메라...
00:54:01,그리고 라일리
00:54:03,제 이름은 라일리 앤더슨이고요
00:54:05,미네소타에서 와서 지금은 여기 살아요
00:54:08,"으, 이빨 빠지는 거 봐"
00:54:12,"으, 징그러"
00:54:13,"이빨 빠지기 그래, 저건 익숙해"
00:54:17,맞혀볼까 바지 안 입었지
00:54:19,"저거 봐, 바지도 안 입고 학교에 왔어!"
00:54:21,그것 봐라!
00:54:23,준비 됐어? - 행복한 걸론 안 될 텐데
00:54:25,하지만 겁을 준다면... - 그냥 나만 따라와
00:54:28,이제 간다
00:54:29,"멍, 멍, 멍!"
00:54:32,저건 누구야? - 무슨 일이지?
00:54:41,"당신 차례, 해요!"
00:54:43,"우, 파티 하자 춤추자!"
00:54:47,"어라, 파티네"
00:54:49,"멍, 멍, 멍"
00:54:50,"기쁨아, 소용 없어"
00:54:54,안 돼!
00:54:58,허?
00:54:59,"슬픔아, 뭐 해? 이리 돌아와"
00:55:03,"그냥 꿈이야 그냥 꿈이야, 그냥 꿈이야"
00:55:07,잠을 깨우려 하잖아 경비를 불러!
00:55:11,"안녕, 라일리. 나야! - 빙봉?"
00:55:19,"슬픔아, 꿈을 망치고 있잖아"
00:55:20,"겁주고 있어 - 하지만 봐, 먹히고 있어"
00:55:24,저들은 꿈이 아니에요 어서 잡아가요
00:55:27,거기 멈춰서라!
00:55:30,카메라 돌려 카메라 돌려
00:55:36,우~ 재미 없어라!
00:55:38,"아우, 조심해요"
00:55:40,이러면 안 될걸 난 본부 사람들을 안다고!
00:55:52,"안 돼, 안 돼!"
00:55:55,핵심 기억이 떠나간다!
00:56:00,가자
00:56:03,여긴 어디야? - 무의식이야
00:56:05,말썽쟁이들을 보내는 곳이야
00:56:13,모자가 좀 헐렁한데
00:56:14,어떻게 들어가지?
00:56:17,"네 모자 맞아? - 응, 내 모자야"
00:56:20,정말? 모르겠다 라벨을 봐봐
00:56:22,"그래, 내 모자네"
00:56:23,"잠깐, 내 모자라고? - 내 모자라니까"
00:56:25,내 모자라고 쓴거잖아 - 무슨 말 하는 거야?
00:56:27,"내 모자를 썼어 - 응, 내 모자야"
00:56:29,"야, 너희들! - 오, 우릴 잡았네요"
00:56:33,당장 돌아가 탈출 못 해
00:56:45,여기 맘에 안 들어
00:56:46,라일리의 가장 어두운 공포를 가둔 곳이야
00:56:51,브로콜리야
00:56:55,최악의 고통의 계단이다
00:56:59,할머니의 진공청소기야!
00:57:10,"좋아, 자"
00:57:13,조용히 좀 걸을래 - 노력중이야
00:57:15,대체 무슨...
00:57:18,사탕 포장지...
00:57:31,빙봉! - 기쁨이?
00:57:33,거기 있었군요
00:57:40,쟁글스잖아
00:57:57,핵심 기억 갖고 있어요? - 그럼
00:58:00,쟤는 사탕만 신경써
00:58:19,나가야 해 그 기차로 가자
00:58:23,"잠깐, 기차는 지금 안 가요 아직 라일리를 깨워야 해요"
00:58:27,그치만 어떻게?
00:58:31,"오, 안 돼"
00:58:50,"어, 슬픔아 그 한창이라던 파티 들었어?"
00:58:54,"어, 그래. 기쁨아 그- 생일 파티 말이지?"
00:58:59,방금 생일이라고 했니?
00:59:02,케이크랑 선물도 있을 거고 - 게임이랑 풍선도
00:59:05,생일이다!
00:59:07,"좋아요, 따라와요!"
00:59:11,"깨우기에 겁주기만한 게 없지, 응?"
00:59:13,"좋아, 내 손글씨야 - 아니, 아닌데"
00:59:15,"내 모자야, 내가 썼어 - 아니, 이건 내 모자야"
00:59:36,누가 생일이니?
00:59:43,"우-후! - 자, 가자!"
00:59:53,해냈다!
00:59:55,본부로 돌아가는 거야! - 그래!
01:00:05,무슨 일이래? - 또 한 건 했군
01:00:08,학교였는데 다 벗고 있었고 개도 있었는데...
01:00:11,그 반쪽이- 쫓아다니고 그러니까
01:00:13,"빙봉이 있었어 - 멍청아, 꿈이잖아"
01:00:16,"말도 안 돼, 더 이상 잠도 잘 못 자겠군"
01:00:20,조치를 취해야겠군
01:00:22,멍청한 엄마 아빠 이사만 안 갔으면
01:00:24,이런 일도 없었을 걸
01:00:26,나와 함께할 친구?
01:00:31,"그래, 하자"
01:00:45,받아들였어 돌이킬 수 없어
01:00:47,그래서 여기서 어떻게 미네소타로 갈 거야?
01:00:50,"음, 코끼리 대여소로 가서 코끼리를 빌려 가지"
01:00:53,"어라, 그거 좋네"
01:00:54,"버스 탈 거야, 멍청아!"
01:00:58,"버스는 내일 출발이야, 완벽해"
01:01:00,표도 돈으로 사야지 돈은 어디서 구해?
01:01:02,엄마 지갑 - 그러면 안 돼
01:01:04,"아, 할 거야 어디서 마지막으로 봤지?"
01:01:10,안 돼!
01:01:11,아래층 어디 있겠지
01:01:12,엄마 아빠가 우릴 이렇게 망쳤으니
01:01:14,빠져나가는 값 정도는 해 줘야지
01:01:19,이건 어때 멋지지 않아?
01:01:21,이 위에선 다 볼 수 있어
01:01:23,"봐, 귀납적 추론이 있고 데자뷰도 있어"
01:01:26,언어 처리가 있고 데자뷰도 있어
01:01:29,비판적 사고가 있고 데자뷰도 있어
01:01:32,그리고 이 친구 기억 좀 봐
01:01:35,"저기, 좋은 생각이었어"
01:01:37,라일리를 겁줘서 깨우는 거
01:01:40,그렇게 나쁘진 않네 - 정말?
01:01:43,잘 했어
01:01:46,라일리를 되돌리고 싶어 못 견디겠어
01:01:48,일단 돌아가면 이 난장판을 다 고쳐놓을 거야
01:01:50,"와, 이거 라일리야?"
01:01:52,지금은 엄청 컸네 내 로켓엔 안 맞겠어
01:01:55,어떻게 달까지 가지?
01:01:56,"오, 꾸부정 나무에서 있었던 때네, 기억나?"
01:01:59,하키 팀이 등장하고 엄마 아빠가 응원하고
01:02:03,"저기 봐, 재밌게 놀고 웃고 있잖아"
01:02:07,난 이거 좋아해 - 나도 이거 좋아해
01:02:11,"좋아, 제대로 아네 - 그래"
01:02:13,프레리독이 중요한 플레이오프 경기에서 진 날이지
01:02:17,라일리가 결정타를 놓쳐서 기분이 상해 관두고 싶어했어
01:02:23,"미안, 내가 또 슬프게 했지?"
01:02:26,"있잖아, 돌아가면 더 고민해 보자, 알겠지?"
01:02:30,그래
01:02:33,정말 이해가 안 돼
01:02:37,왜 우리 이삿짐차가 텍사스까지 갔죠?
01:02:44,고객이 많아요?
01:02:53,5일까지 보내준다면서요
01:03:06,"저기, 더 빨리 보낼 방법은 없습니까?"
01:03:14,정직 섬이?
01:03:24,조심해!
01:03:31,제발!
01:03:37,꽉 잡아!
01:03:38,서둘러 - 어서 달라붙어
01:03:41,"가자, 가자 - 내가 잡았어"
01:03:42,당겨!
01:03:54,집으로 가는 길이었는데
01:03:56,섬을 또 잃었어 대체 무슨 일이야?
